id,name,packaging,unit_price,iva,unit_size,size_format,price_decreased
115,Cebolla frita crujiente Hacendado,Bote,1.15,10,0.15,kg,False
115,Canela molida Hacendado,Bote,0.95,10,0.052,kg,False
115,Canela en rama Hacendado,Bote,1.45,10,0.019,kg,False
115,Comino molido Hacendado,Bote,1.20,10,0.058,kg,False
115,Comino en grano Hacendado,Bote,1.95,10,0.056,kg,False
115,Curry Hacendado,Bote,1.15,10,0.057,kg,False
115,Nuez moscada molida Hacendado,Bote,1.65,10,0.058,kg,False
115,Cebolla en polvo Hacendado,Bote,0.96,0,0.06,kg,False
115,Cayena guindillas Hacendado,Bote,1.30,0,0.027,kg,False
115,Cayena molida Hacendado,Bote,1.59,0,0.055,kg,False
115,Cúrcuma Hacendado,Bote,1.25,10,0.06,kg,False
115,Jengibre molido Hacendado,Bote,1.65,10,0.049,kg,False
115,Sal de ajo Hacendado,Bote,1.80,10,0.13,kg,False
115,Clavo en grano Hacendado,Bote,1.75,10,0.042,kg,False
115,Anís en grano Hacendado,Bote,1.90,10,0.05,kg,False
115,Piñones Hacendado,Bote,2.84,0,0.07,kg,False
115,Sazonador para fajitas Hacendado sabor tex-mex,Sobre,0.85,10,0.017,kg,False
115,Sazonador ajo y limón Hacendado para carne y pescado,Sobre,1.05,10,0.03,kg,False
115,Sazonador hierbas provenzales Hacendado para pollo y costillas,Sobre,1.00,10,0.024,kg,False
115,Sazonador sabor barbacoa Hacendado para carne,Sobre,1.35,10,0.057,kg,False
115,Preparado para paella con azafrán Hacendado,Bote,1.85,10,0.076,kg,False
115,Sazonador para paella con azafrán Hacendado,Caja,1.45,10,0.02,kg,False
115,Sazonador para burritos Hacendado,Sobre,1.30,10,0.04,kg,False
115,Sazonador pollo y carne Hacendado,Bote,1.50,10,0.076,kg,False
115,Sazonador pasta Hacendado,Bote,2.50,10,0.045,kg,False
115,Mezcla de especias para gazpacho manchego Hacendado,Caja,2.50,10,0.01,kg,False
116,Mayonesa Hacendado,Tarro,1.25,10,0.5,l,False
116,Mayonesa Hacendado,Tarro,1.00,10,0.24,l,False
116,Mayonesa Hacendado,Bote,1.35,10,0.46,l,False
116,Mayonesa en sobres individuales,Pack-12,1.25,10,0.24,l,False
116,Mayonesa Hellmann's,Tarro,3.25,10,0.45,l,False
116,Mayonesa Hellmann's,Tarro,1.95,10,0.225,l,False
116,Salsa ligera Ligeresa,Tarro,2.65,10,0.425,l,False
116,Salsa ligera Ligeresa,Tarro,1.55,10,0.21,l,False
116,Salsa ligera Ligeresa,Bote,2.25,10,0.43,l,False
116,Mayonesa Musa,Tarro,2.25,10,0.54,l,False
116,Salsa ligera Hacendado,Tarro,1.30,10,0.5,l,False
116,Salsa ligera Hacendado,Bote,1.35,10,0.46,l,False
116,Ketchup Hacendado,Bote,1.30,10,0.6,kg,False
116,Ketchup Hacendado en sobres individuales,Paquete,1.40,10,0.24,kg,False
116,Ketchup Heinz,Bote,3.50,10,0.65,kg,False
116,Ketchup zero azúcares añadidos Hacendado,Bote,1.60,10,0.6,kg,False
116,Mostaza a la antigua Hacendado,Tarro,1.70,10,0.2,kg,False
116,Mostaza de Dijon Hacendado,Tarro,1.25,10,0.2,kg,False
116,Mostaza clásica Hacendado,Bote,1.35,10,0.388,kg,False
116,Allioli Chovi,Tarrina,1.35,10,0.18,l,False
116,Allioli Hacendado,Tarrina,1.10,10,0.2,l,False
116,Allioli en sobres individuales Hacendado,Paquete,1.50,10,0.16,l,False
117,Tomate frito Hacendado,Pack-3,1.40,10,1.2,kg,False
117,Tomate frito Hacendado,Pack-3,1.10,10,0.63,kg,False
117,Tomate frito Hacendado,Tarro,0.95,10,0.56,kg,False
117,Tomate frito receta artesana Hacendado,Tarro,2.10,10,0.56,kg,False
117,Tomate frito receta artesana Hacendado,Tarro,1.50,10,0.3,kg,False
117,Tomate frito Hida,Bote,1.75,10,0.4,kg,False
117,Tomate frito estilo casero Hacendado,Brick,1.20,10,0.38,kg,False
117,Tomate frito Hacendado con aceite de oliva,Pack-3,1.30,10,0.63,kg,False
117,Tomate frito sin azúcares añadidos Hacendado,Tarro,1.20,10,0.56,kg,False
117,Tomate frito con cebolla Hacendado,Brick,1.35,10,0.38,kg,False
117,Salsa barbacoa Hacendado,Bote,1.15,10,0.35,kg,False
117,Salsa pimienta verde Hacendado,Sobre,1.25,10,0.05,kg,False
117,Salsa burger Hacendado,Bote,1.35,10,0.25,l,False
117,Salsa estilo argentino Hacendado,Bote,1.60,10,0.3,kg,False
117,Salsa Piri Piri Hacendado,Botella,1.00,10,0.195,l,False
117,Salsa curry Tikka Masala Hacendado picante,Paquete,2.00,10,0.18,kg,False
117,Salsa pesto con albahaca Hacendado,Tarro,2.10,10,0.19,kg,False
117,Salsa de tomate boloñesa Hacendado,Tarro,1.65,10,0.29,kg,False
117,Salsa de tomate Basilico con albahaca Hacendado,Tarro,1.50,10,0.29,kg,False
117,Salsa fresca Trufa Hacendado,Paquete,1.45,10,0.14,kg,False
117,Salsa fresca Queso Hacendado,Paquete,1.45,10,0.18,kg,False
117,Salsa fresca Pesto con albahaca Hacendado,Tarrina,2.00,10,0.15,kg,False
117,Salsa fresca Setas,Paquete,1.55,10,0.18,kg,False
117,Salsa fresca Carbonara Hacendado,Paquete,1.55,10,0.2,kg,False
117,Salsa de soja Hacendado,Botella,1.45,10,0.25,l,False
117,Salsa teriyaki Hacendado,Botella,1.65,10,0.25,l,False
117,Salsa agridulce Salsas Asturianas,Bote,1.70,10,0.34,kg,False
117,Salsa thai chili dulce J-Lek,Botella,1.55,10,0.25,l,False
117,Salsa de soja sin gluten Hacendado,Botella,2.50,10,0.25,l,False
117,Guacamole Hacendado,Tarrina,3.59,10,0.5,kg,False
117,Guacamole Hacendado,Tarrina,1.75,10,0.2,kg,False
117,Salsa yogur Hacendado,Bote,1.25,10,0.31,l,False
117,Salsa mexicana Hacendado,Tarro,1.25,10,0.3,kg,False
117,Salsa Ranch Hacendado,Bote,1.35,10,0.25,l,False
117,Salsa césar Hacendado,Bote,1.40,10,0.31,l,False
117,"Aliño de aceite, ajo y perejil Hacendado",Tarrina,1.50,10,0.15,l,False
117,Salsa miel y mostaza Hacendado,Bote,1.50,10,0.34,kg,False
117,Salsa de trufas,Bote,3.10,10,0.08,kg,False
117,Salsa gajos rústica Hacendado,Bote,1.35,10,0.25,l,False
117,Salsa de queso Hacendado,Tarro,1.75,10,0.28,l,False
117,Chili con carne Hacendado,Bote,2.65,10,0.42,kg,False
117,Salsa bechamel Knorr,Brick,2.25,10,0.5,l,False
117,Salsa cocktail Hacendado,Bote,1.50,10,0.46,l,False
117,Carne de pimiento choricero Hacendado,Tarro,1.55,10,0.14,kg,False
117,Pasta de sésamo Tahini Hacendado,Tarro,2.95,10,0.2,kg,False
117,Salsa brava Hacendado,Bote,1.80,10,0.31,kg,False
156,Agua mineral grande Bronchales,Garrafa,1.26,10,6.0,l,False
156,Agua mineral grande Bronchales,Pack-6,2.34,10,9.0,l,False
156,Agua mineral grande Bronchales,Botella,0.39,10,1.5,l,False
156,Agua mineral mediana Bronchales,Pack-6,3.00,10,6.0,l,False
156,Agua mineral mediana Bronchales,Botella,0.50,10,1.0,l,False
156,Agua mineral pequeña Bronchales,Pack-6,1.62,10,3.0,l,False
156,Agua mineral pequeña Bronchales,Botella,0.27,10,0.5,l,False
156,Agua mineral pequeña Bronchales tapón infantil,Pack-6,2.28,10,1.98,l,False
156,Agua mineral pequeña Bronchales tapón infantil,Botella,0.38,10,0.33,l,False
156,Agua mineral grande Cortes,Garrafa,0.78,10,6.0,l,False
156,Agua mineral grande Cortes,Garrafa,0.89,10,8.0,l,False
156,Agua mineral grande Cortes,Pack-6,1.50,10,9.0,l,False
156,Agua mineral grande Cortes,Botella,0.25,10,1.5,l,False
156,Agua mineral mediana Cortes,Pack-6,2.40,10,6.0,l,False
156,Agua mineral mediana Cortes,Botella,0.40,10,1.0,l,False
156,Agua mineral pequeña Cortes,Pack-6,1.32,10,3.0,l,False
156,Agua mineral pequeña Cortes,Botella,0.22,10,0.5,l,False
156,Agua mineral pequeña Cortes tapón infantil,Pack-6,1.44,10,1.98,l,False
156,Agua mineral pequeña Cortes tapón infantil,Botella,0.24,10,0.33,l,False
156,Agua mineral grande Bezoya,Pack-6,4.38,10,9.0,l,False
156,Agua mineral grande Bezoya,Botella,0.73,10,1.5,l,False
156,Agua mineral grande Nestlé Aquarel,Pack-6,3.54,10,9.0,l,False
156,Agua mineral grande Nestlé Aquarel,Botella,0.59,10,1.5,l,False
156,Agua mineral grande Font Vella,Pack-6,4.20,10,9.0,l,False
156,Agua mineral grande Font Vella,Botella,0.73,10,1.5,l,False
156,Agua mineral grande Solán de Cabras,Pack-6,5.34,10,9.0,l,False
156,Agua mineral grande Solán de Cabras,Botella,0.89,10,1.5,l,False
156,Agua mineral grande Lanjarón,Pack-6,4.20,10,9.0,l,False
156,Agua mineral grande Lanjarón,Botella,0.73,10,1.5,l,False
156,Agua mineral con gas grande Vichy Catalan,Botella,1.49,10,1.0,l,False
156,Agua mineral con gas pequeña Vichy Catalan,Pack-6,5.89,10,1.8,l,False
156,Agua mineral con gas grande Cortes,Pack-6,2.46,10,9.0,l,False
156,Agua mineral con gas grande Cortes,Botella,0.41,10,1.5,l,False
156,Agua mineral con gas pequeña Cortes,Pack-6,1.62,10,3.0,l,False
156,Agua mineral con gas pequeña Cortes,Botella,0.27,10,0.5,l,False
156,Agua mineral con gas grande San Pellegrino,Pack-6,8.16,10,6.0,l,False
156,Agua mineral con gas grande San Pellegrino,Botella,1.36,10,1.0,l,False
156,Agua de soda con sifón La Casa,Botella,1.60,10,1.5,l,False
156,Agua mineral con gas grande Fonter,Pack-6,6.84,10,6.0,l,False
156,Agua mineral con gas grande Fonter,Botella,1.14,10,1.0,l,False
156,Gaseosa Hacendado grande,Botella,0.50,21,1.5,l,False
156,Gaseosa Hacendado pequeña,Pack-6,1.92,21,3.0,l,False
156,Gaseosa Hacendado pequeña,Botella,0.32,21,0.5,l,False
156,Gaseosa La Casera grande,Pack-2,2.36,21,3.0,l,False
156,Gaseosa La Casera grande,Botella,1.20,21,1.5,l,False
163,Bebida isotónica limón Aquarius,Botella,1.99,21,1.5,l,False
163,Bebida isotónica limón Aquarius,Pack-8,6.80,21,2.64,l,False
163,Bebida isotónica limón Aquarius,Lata,0.89,21,0.33,l,False
163,Bebida isotónica sabor cítrico Iso drink,Botella,1.00,21,1.5,l,False
163,Bebida isotónica sabor cítrico Iso drink,Pack-6,2.70,21,1.98,l,False
163,Bebida isotónica sabor cítrico Iso drink,Lata,0.45,21,0.33,l,False
163,Bebida isotónica naranja Aquarius,Botella,1.99,21,1.5,l,False
163,Bebida isotónica naranja Aquarius,Pack-8,6.80,21,2.64,l,False
163,Bebida isotónica naranja Aquarius,Lata,0.89,21,0.33,l,False
163,Bebida isotónica limón Aquarius zero azúcar,Botella,1.99,21,1.5,l,False
163,Bebida isotónica de naranja Iso drink,Botella,1.00,21,1.5,l,False
163,Bebida isotónica de naranja Iso drink,Pack-6,2.70,21,1.98,l,False
163,Bebida isotónica de naranja Iso drink,Lata,0.45,21,0.33,l,False
163,Bebida isotónica Iso On blue Hacendado,Botella,1.55,21,1.5,l,False
163,Bebida isotónica Iso On blue Hacendado,Botella,0.60,21,0.5,l,False
163,Bebida isotónica azul Powerade,Botella,1.45,21,0.5,l,False
163,Bebida energética Energy Drink Zero Hacendado,Pack-6,2.70,21,1.5,l,False
163,Bebida energética Zero Hacendado,Lata,0.45,21,0.25,l,False
163,Bebida energética Energy Ultra zero Monster,Pack-4,5.60,21,2.0,l,False
163,Bebida energética Energy Ultra zero Monster,Lata,1.45,21,0.5,l,False
163,Bebida energética energy Monster,Pack-4,5.60,21,2.0,l,False
163,Bebida energética Energy Monster,Lata,1.45,21,0.5,l,False
163,Bebida energética Energy Drink Hacendado,Botella,1.60,21,1.5,l,False
163,Bebida energética Energy Drink Hacendado,Pack-6,2.70,21,1.5,l,False
163,Bebida energética Energy Drink Hacendado,Lata,0.45,21,0.25,l,False
163,Bebida energética Red Bull,Pack-4,4.60,21,1.0,l,False
163,Bebida energética Red Bull,Lata,1.59,21,0.25,l,False
163,Bebida energética original Burn,Pack-4,3.80,21,2.0,l,False
163,Bebida energética original Burn,Lata,1.00,21,0.5,l,False
163,Gel energético con cafeína Enervit Sport sabor cítricos,Pack-3,3.60,10,0.096,kg,False
163,Bebida energética Mango Loco Monster,Pack-4,5.60,21,2.0,l,False
163,Bebida energética Mango Loco Monster,Lata,1.45,21,0.5,l,False
163,Bebida energética Furious Energy drink,Lata,1.00,21,0.5,l,False
163,Bebida energética Tropic Energy drink,Lata,1.00,21,0.5,l,False
163,Malta Maltín Polar,Pack-6,7.00,21,1.5,l,False
163,Malta Maltín Polar,Botellín,1.17,21,0.25,l,False
158,Refresco Coca-Cola,Pack-2,3.70,21,4.0,l,False
158,Refresco Coca-Cola,Botella,1.99,21,2.0,l,False
158,Refresco Coca-Cola,Botella,1.49,21,1.25,l,False
158,Refresco Coca-Cola,Pack-4,5.00,21,2.0,l,False
158,Refresco Coca-Cola,Botella,1.45,21,0.5,l,False
158,Refresco Coca-Cola,Pack-12,10.44,21,3.96,l,False
158,Refresco Coca-Cola,Lata,0.89,21,0.33,l,False
158,Refresco cola Hacendado,Botella,0.80,21,2.0,l,False
158,Refresco cola Hacendado,Pack-6,2.04,21,1.98,l,False
158,Refresco cola Hacendado,Lata,0.34,21,0.33,l,False
158,Refresco cola Pepsi,Botella,1.69,21,1.75,l,False
158,Refresco Coca-Cola Zero azúcar,Pack-12,10.44,21,3.96,l,False
158,Refresco Coca-Cola Zero azúcar,Lata,0.89,21,0.33,l,False
158,Refresco Coca-Cola Zero azúcar,Pack-2,3.70,21,4.0,l,False
158,Refresco Coca-Cola Zero azúcar,Botella,1.99,21,2.0,l,False
158,Refresco Coca-Cola Zero azúcar,Botella,1.49,21,1.25,l,False
158,Refresco Coca-Cola Zero azúcar,Pack-4,5.00,21,2.0,l,False
158,Refresco Coca-Cola Zero azúcar,Botella,1.45,21,0.5,l,False
158,Refresco Coca-Cola light,Pack-9,7.83,21,2.97,l,False
158,Refresco Coca-Cola light,Lata,0.89,21,0.33,l,False
158,Refresco Coca-Cola Zero Zero,Pack-12,10.44,21,3.96,l,False
158,Refresco Coca-Cola Zero Zero,Lata,0.89,21,0.33,l,False
158,Refresco Coca-Cola Zero Zero,Pack-2,3.70,21,4.0,l,False
158,Refresco Coca-Cola Zero Zero,Botella,1.99,21,2.0,l,False
158,Refresco cola Hacendado Zero azúcar,Botella,0.70,21,2.0,l,False
158,Refresco cola Hacendado Zero azúcar,Pack-6,1.92,21,1.98,l,False
158,Refresco cola Hacendado Zero azúcar,Lata,0.32,21,0.33,l,False
158,Refresco cola Hacendado Zero azúcar Zero cafeína,Botella,0.70,21,2.0,l,False
158,Refresco cola Hacendado Zero azúcar Zero cafeína,Pack-6,1.92,21,1.98,l,False
158,Refresco cola Hacendado Zero azúcar Zero cafeína,Lata,0.32,21,0.33,l,False
158,Refresco Coca-Cola Zero Zero,Pack-12,10.44,21,3.96,l,False
158,Refresco Coca-Cola Zero Zero,Lata,0.89,21,0.33,l,False
158,Refresco Coca-Cola Zero Zero,Pack-2,3.70,21,4.0,l,False
158,Refresco Coca-Cola Zero Zero,Botella,1.99,21,2.0,l,False
158,Refresco cola Hacendado Zero azúcar Zero cafeína,Botella,0.70,21,2.0,l,False
158,Refresco cola Hacendado Zero azúcar Zero cafeína,Pack-6,1.92,21,1.98,l,False
158,Refresco cola Hacendado Zero azúcar Zero cafeína,Lata,0.32,21,0.33,l,False
159,Refresco Fanta limón,Botella,1.79,21,2.0,l,False
159,Refresco Fanta limón,Pack-9,5.76,21,2.97,l,False
159,Refresco Fanta limón,Lata,0.66,21,0.33,l,False
159,Refresco Fanta limón zero azúcares añadidos,Lata,0.66,21,0.33,l,False
159,Refresco de limón Hacendado fresh gas,Botella,0.95,21,2.0,l,False
159,Refresco de limón Hacendado fresh gas,Pack-6,2.10,21,1.98,l,False
159,Refresco de limón Hacendado fresh gas,Lata,0.35,21,0.33,l,False
159,Refresco de limón Hacendado zero azúcar fresh gas,Botella,0.95,21,2.0,l,False
159,Refresco de limón Hacendado zero azúcar fresh gas,Pack-6,2.10,21,1.98,l,False
159,Refresco de limón Hacendado zero azúcar fresh gas,Lata,0.35,21,0.33,l,False
159,Refresco limón Schweppes original,Pack-8,7.52,21,2.64,l,False
159,Refresco limón Schweppes original,Lata,0.95,21,0.33,l,False
159,Refresco lima limón Sprite,Botella,1.59,21,2.0,l,False
159,Refresco lima limón Sprite,Pack-8,3.76,21,2.64,l,False
159,Refresco lima limón Sprite,Lata,0.49,21,0.33,l,False
159,Refresco lima limón Hacendado fresh gas,Botella,0.95,21,2.0,l,False
159,Refresco lima limón Hacendado fresh gas,Pack-6,2.10,21,1.98,l,False
159,Refresco lima limón Hacendado fresh gas,Lata,0.35,21,0.33,l,False
159,Refresco lima limón Hacendado zero azúcar fresh gas,Botella,0.95,21,2.0,l,False
159,Refresco Fanta naranja,Pack-2,3.50,21,4.0,l,False
159,Refresco Fanta naranja,Botella,1.79,21,2.0,l,False
159,Refresco Fanta naranja,Pack-9,5.76,21,2.97,l,False
159,Refresco Fanta naranja,Lata,0.66,21,0.33,l,False
159,Refresco Fanta naranja zero azúcares añadidos,Botella,1.79,21,2.0,l,False
159,Refresco Fanta naranja zero azúcares añadidos,Lata,0.66,21,0.33,l,False
159,Refresco de naranja Hacendado fresh gas,Botella,0.95,21,2.0,l,False
159,Refresco de naranja Hacendado fresh gas,Pack-6,2.10,21,1.98,l,False
159,Refresco de naranja Hacendado fresh gas,Lata,0.35,21,0.33,l,False
159,Refresco de naranja Hacendado zero fresh gas,Botella,0.95,21,2.0,l,False
159,Refresco de naranja Hacendado zero fresh gas,Pack-6,2.10,21,1.98,l,False
159,Refresco de naranja Hacendado zero fresh gas,Lata,0.35,21,0.33,l,False
161,Tónica original Schweppes,Pack-8,7.52,21,2.64,l,False
161,Tónica original Schweppes,Lata,0.95,21,0.33,l,False
161,Tónica original Schweppes,Botella,1.90,21,1.0,l,False
161,Tónica original Schweppes,Pack-6,6.30,21,1.2,l,False
161,Tónica original Schweppes,Botellín,1.06,21,0.2,l,False
161,Tónica Hacendado,Pack-6,2.22,21,1.98,l,False
161,Tónica Hacendado,Lata,0.37,21,0.33,l,False
161,Tónica zero calorías Schweppes,Pack-8,7.52,21,2.64,l,False
161,Tónica zero calorías Schweppes,Lata,0.95,21,0.33,l,False
161,Tónica Nordic Mist,Pack-8,4.40,21,2.0,l,False
161,Tónica Nordic Mist,Lata,0.65,21,0.25,l,False
161,Ginger ale Schweppes,Pack-8,7.52,21,2.64,l,False
161,Ginger ale Schweppes,Lata,0.95,21,0.33,l,False
161,Tónica pink zero Schweppes,Pack-8,7.52,21,2.64,l,False
161,Tónica pink zero Schweppes,Lata,0.95,21,0.33,l,False
161,Bitter Kas sin alcohol,Lata,0.99,21,0.33,l,False
162,Refresco té al limón Nestea,Pack-8,7.68,21,2.64,l,False
162,Refresco té al limón Nestea,Lata,0.99,21,0.33,l,False
162,Refresco té al limón Nestea,Botella,1.99,21,1.5,l,False
162,Refresco té verde Hacendado,Botella,0.95,21,1.5,l,False
162,Refresco té sabor limón Hacendado,Botella,0.95,21,1.5,l,False
162,Refresco té sabor melocotón Hacendado zero,Botella,0.95,21,1.5,l,False
162,Refresco té sabor limón Hacendado para diluir,Caja,1.50,21,0.036,kg,False
162,Refresco té sabor melocotón Hacendado para diluir,Caja,1.50,21,0.036,kg,False
162,Refresco té sabor mango Hacendado zero,Botella,0.95,21,1.5,l,False
162,Refresco té sabor limón Hacendado,Pack-6,3.00,21,1.98,l,False
162,Refresco té sabor limón Hacendado,Lata,0.50,21,0.33,l,False
162,Refresco té sabor limón Hacendado zero,Botella,0.95,21,1.5,l,False
162,Limonada Don Simón light sin gas,Botella,1.50,21,2.0,l,False
162,Refresco de naranja Simon Life sin gas,Botella,1.85,21,1.5,l,False
162,Refresco de naranja Gold Spring sin gas,Botella,1.40,21,2.0,l,False
162,Refresco de naranja Gold Spring sin gas,Pack-4,1.50,21,1.32,l,False
162,Refresco fusión de frutas Gold Spring cero sin gas,Botella,1.40,21,2.0,l,False
162,Refresco de naranja Trina sin gas,Botella,1.69,21,1.5,l,False
162,Bebida Florida Sunny Delight,Botella,1.95,21,1.25,l,False
162,Refresco de manzana sin gas,Botella,1.00,21,1.5,l,False
162,Refresco piña-coco Gold Spring cero sin gas,Botella,1.40,21,2.0,l,False
162,Refresco sandía Gold Spring cero sin gas,Botella,1.40,21,2.0,l,False
162,Refresco Caribe Gold Spring cero sin gas,Botella,1.40,21,2.0,l,False
162,Limonada Hacendado light sin gas,Pack-4,1.50,21,1.32,l,False
135,Aceitunas manzanilla rellenas de anchoa Hacendado,Pack-3,2.70,10,1.05,kg,False
135,Aceitunas manzanilla rellenas de anchoa Hacendado,Pack-3,1.50,10,0.36,kg,False
135,Aceitunas manzanilla rellenas de anchoa Hacendado,Bote,0.90,10,0.35,kg,False
135,Aceitunas manzanilla Hacendado sin hueso,Tarro,2.60,10,0.835,kg,False
135,Aceitunas rellenas de anchoa Hacendado reducido en sal,Bote,1.20,10,0.35,kg,False
135,Aceitunas manzanilla rellenas de anchoa Hacendado reducidas en sal,Pack-3,1.65,10,0.36,kg,False
135,Aceitunas chupadedos Huerta de Barros partidas aliñadas con hueso,Tarro,3.00,10,0.98,kg,False
135,Aceitunas gazpacha Hacendado con hueso,Tarro,2.50,10,0.835,kg,False
135,Aceitunas rellenas de anchoa Hacendado,Bote,1.45,10,0.35,kg,False
135,Aceitunas rellenas de anchoa Hacendado,Bote,3.60,10,1.46,kg,False
135,Aceitunas manzanilla Hacendado sin hueso,Pack-3,1.65,10,0.525,kg,False
135,Aceitunas estilo caseras Hacendado aliñadas,Tarro,2.90,10,0.935,kg,False
135,Aceitunas manzanilla Hacendado con hueso,Tarro,2.60,10,0.835,kg,False
135,Aceitunas manzanilla aliñadas Hacendado sin hueso,Tarro,1.85,10,0.42,kg,False
135,Aceitunas chupadedos Huerta de Barros partidas aliñadas con hueso,Tarro,1.70,10,0.35,kg,False
135,Aceitunas rellenas de jalapeño Hacendado,Bote,1.50,10,0.35,kg,False
135,Aceitunas rellenas de pimiento asado Hacendado,Bote,1.50,10,0.35,kg,False
135,Aceitunas manzanilla sabor anchoa Hacendado con hueso,Tarro,3.20,10,0.935,kg,False
135,Aceitunas manzanilla sabor anchoa Hacendado con hueso,Tarro,1.50,10,0.43,kg,False
135,Aceitunas Olives Garcia partida con hueso,Bote,3.95,10,0.815,kg,False
135,Aceitunas verdes rellenas de boquerón Hacendado en vinagre,Bote,1.65,10,0.35,kg,False
135,Aceitunas picadedos Hacendado aliñadas sin hueso,Tarro,3.25,10,0.71,kg,False
135,Aceitunas negras Hacendado sin hueso,Bote,1.20,10,0.35,kg,False
135,Aceitunas negras naturales de Aragón Campo Nature,Tarro,2.30,10,0.2,kg,False
135,Aceitunas negras Hacendado con hueso,Bote,1.15,10,0.35,kg,False
135,Aceitunas negras Hacendado con hueso,Bote,1.15,10,0.425,kg,False
135,Aceitunas negras Hacendado a rodajas,Pack-3,2.20,10,0.36,kg,False
135,Banderillas picantes Hacendado,Tarro,1.55,10,0.345,kg,False
